model,task,result,config params,engine_disk_mib,exec_context_mib,kv_cache_alloc_mib,runtime_buffers_mib,decoder_mib
W8A8_SQ_INT8KV_LOGITS,wikitext,15.945709415770716,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='wikitext', few_shots=0, scores_filter='word_perplexity,none', print_outputs=0)",3272.1,2087.02,13854.72,0.67,2.48
W4A16_INT8KV_LOGITS,humaneval,0.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",1945.2,2110.51,30648.32,5.22,19.8
W4A16_INT8KV_LOGITS,winogrande,50.82872928176796,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",1945.2,2110.51,30658.56,0.67,2.48
W4A16_INT8KV_LOGITS,gpqa_main_zeroshot,28.348214285714285,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",1945.2,2110.51,14376.96,0.67,2.48
W4A16_INT8KV_LOGITS,mbpp,0.0,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",1945.2,2110.51,14366.72,5.22,19.8
W8A8_SQ_INT8KV_LOGITS,hellaswag,73.55108544114718,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none', print_outputs=0)",3272.1,2087.02,30136.32,0.67,2.48
W4A16_INT8KV_LOGITS,gsm8k,1.3646702047005308,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",1945.2,2110.51,30648.32,5.22,19.8
W4A16_AWQ_INT8KV_LOGITS,humaneval,29.878048780487802,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='humaneval', few_shots=0, scores_filter=None, print_outputs=0)",1985.5,2110.51,30638.08,2.9,12.72
W4A16_INT8KV_LOGITS,wikitext,159.4410370197707,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='wikitext', few_shots=0, scores_filter='word_perplexity,none', print_outputs=0)",1945.2,2110.51,30658.56,0.67,2.48
W4A16_AWQ_INT8KV_LOGITS,mbpp,44.800000000000004,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mbpp', few_shots=3, scores_filter=None, print_outputs=0)",1985.5,2110.51,30638.08,2.9,12.72
W8A16_INT8KV_LOGITS,mmlu,65.71001281868679,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none', print_outputs=0)",3268.3,2110.51,30136.32,0.67,2.48
W4A16_AWQ_INT8KV_LOGITS,winogrande,68.27150749802684,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='winogrande', few_shots=5, scores_filter='acc,none', print_outputs=0)",1985.5,2110.51,30648.32,0.38,1.59
W4A16_AWQ_INT8KV_LOGITS,gpqa_main_zeroshot,29.910714285714285,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='gpqa_main_zeroshot', few_shots=0, scores_filter='acc,none', print_outputs=0)",1985.5,2110.51,30648.32,0.38,1.59
W4A16_AWQ_INT8KV_LOGITS,gsm8k,58.15011372251706,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=512, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='gsm8k', few_shots=5, scores_filter='exact_match,flexible-extract', print_outputs=0)",1985.5,2110.51,30638.08,2.9,12.72
W4A16_AWQ_INT8KV_LOGITS,wikitext,13.606777826655708,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='wikitext', few_shots=0, scores_filter='word_perplexity,none', print_outputs=0)",1985.5,2110.51,30648.32,0.38,1.59
W4A16_INT8KV_LOGITS,hellaswag,38.73730332603067,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none', print_outputs=0)",1945.2,2110.51,14376.96,0.67,2.48
W8A8_SQ_INT8KV_LOGITS,mmlu,64.62042444096282,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none', print_outputs=0)",3272.1,2087.02,30136.32,0.67,2.48
W4A16_AWQ_INT8KV_LOGITS,hellaswag,71.34037044413463,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='hellaswag', few_shots=5, scores_filter='acc_norm,none', print_outputs=0)",1985.5,2110.51,30648.32,0.38,1.59
W4A16_INT8KV_LOGITS,mmlu,23.600626691354506,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none', print_outputs=0)",1945.2,2110.51,30658.56,0.67,2.48
W4A16_AWQ_INT8KV_LOGITS,mmlu_pro,28.22473404255319,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=1, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mmlu_pro', few_shots=5, scores_filter=None, print_outputs=0)",1985.5,2110.51,30638.08,2.9,12.72
W4A16_AWQ_INT8KV_LOGITS,mmlu,60.703603475288425,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=1, max_tokens=1, temperature=0.0, return_context_logits=True, seed=0, num_samples=None, task='mmlu', few_shots=5, scores_filter='acc,none', print_outputs=0)",1985.5,2110.51,30648.32,0.38,1.59
W8A8_SQ_INT8KV_LOGITS,mmlu_pro,35.09807180851064,"EvalConfig(free_gpu_memory_fraction=0.4, max_batch_size=8, max_tokens=1, temperature=0.0, return_context_logits=False, seed=0, num_samples=None, task='mmlu_pro', few_shots=5, scores_filter=None, print_outputs=0)",3272.1,2087.02,30136.32,5.22,19.8
